Sender,Message Content,Category
RGMBS,"برعاية كريمة من سمو ولي العهد،
تنظم وزارة الحرس الوطني، النسخة الثالثة من ""قمة الرياض العالمية للتقنية الحيوية الطبية""، وذلك بالتعاون مع وزارة الاستثمار الشريك الاستراتيجي للقمة، خلال الفترة من 10 إلى 12 نوفمبر 2024م، في مدينة الرياض.

من السعودية إلى العالم أجمع، مستقبل واعد للتقنية الحيوية!

للتسجيل ومزيد من المعلومات:
rgmbs.org",Conferences and Events
Cityscape,"-تبي أراضي وشقق سكنية مجانية، وجوائز مليونية، أو خصومات وعروض تمويلية
-مهتم بالتقنية العقارية؟ وكيف الذكاء الاصطناعي بيلعب دور كبير في مسكنك؟
-ودك تعرف وش صاير بالرهون العقارية؟ وايش التغيرات في الحلول التمويلية؟
-مستثمر بالعقار، ايش الفرص القادمة ووين رايح السوق العقاري؟
-تعشق كرة القدم، وودك تقابل أساطير عالميين مثل دروغبا وجون أوبي ميكل وغيرهم.

كل هذا وأكثر بتلقاه في ورش وجلسات وشركات عارضة في سيتي سكيب العالمي، أكبر معرض عقاري بالعالم

11 - 14 نوفمبر 2024
مركز الرياض للمعارض والمؤتمرات - ملهم
سجل الآن مجانًا:
cityscapeglobal.info/STC5",Conferences and Events
Ejaada-Dc,"عزيزنا العميل 
 مديونيتك مستحقة السداد لصالح شركة stc برقم هويتك 
 نرجو منك المبادرة بالسداد المبلغ لتفادي تنفيذ الإجراءات النظامية  
و التواصل على :  0112816765 او  0567128299",Commercial
Cityscape,"ينطلق غدًا معرض سيتي سكيب العالمي 2024 في ملهم
- سيفتتح المعرض أبوابه الساعة 12 ظهرًا حتى الساعة 10 مساءً 
- 70 حافلة خاصة تنقل الزوار من وإلى موقع المعرض من مواقف فندق هيلتون جاردن إن، وواجهة روشن، وجامعة الإمام
- 100 عربة قولف في خدمتكم بمحيط المعرض تنقلكم إلى البوابات مباشرة
- خصومات وعروض لزوار المعرض مقدمة من (كريم) باستخدام الكود: CITYSCAPE24
و (الصفوة تاكسي) باستخدام الكود: CSG2024
11 - 14 نوفمبر 2024
مركز الرياض للمعارض والمؤتمرات - ملهم
سجّل الآن مجانًا وبسهولة عبر الواتساب: 
cityscapeglobal.info/STC6",Conferences and Events
SNB-AlAhli,"حوالة واردة داخلية
مبلغ:100 SAR
مرسل:ناصر ال عقيل
من:2900*
إلى:2608*
في:10/11/24 15:50",Financial
SNB-AlAhli,"لا تشارك رمز التفعيل 2288
‬‪تحويل لبنك محلي
مبلغ ‬‪SAR ‬‪149.58",Financial
SNB-AlAhli,"حوالة صادرة محلية
من:608*431
إلى:راجحي
عبر:AL RAJHI BANK
آيبان:*0286
مبلغ:149.50 SAR
في:10/11/24 15:54",Financial
ALFURSAN,Your verification code is: 872908,Travel
Saudia,"Your refund request no. 0652169981331 has been received. Once completed, the refund amount will be transferred.",Travel
Cityscape,"2 فازوا معنا بأراضي سكنية مجانية في مشروع أسس المرجان بالرياض.
2 ينتظرون فرصتهم بكرا وبعده، يمكن تكون منهم!
مع فرص عديدة في انتظارك في معرض سيتي سكيب العالمي:
-شقق سكنية يتم السحب عليها من شركات مختلفة
-عروض وهدايا بقيمة تزيد عن 10,000,000 ريال من برنامج سكني.
-عروض حصرية على حلول تمويلية مميزة بأقل هامش ربح 2.59٪
-كاش باك وخصومات خاصة تصل إلى 100,000 ريال في أكثر من 100 ألف وحدة سكنية متنوعة.
 
11 - 14 نوفمبر 2024
مركز الرياض للمعارض والمؤتمرات - ملهم
موجودين إلى الخميس 8:00 مساءً، حياك وسجّل الآن مجانًا:
cityscapeglobal.info/STC-7",Conferences and Events
Emkan-AD,"ودك بتمويل يسندك؟ 💪
قدم على تمويل شخصي من إمكان وأبشر باللي يرضيك 🤩
قدم طلبك الآن!
*تطبق الشروط والأحكام",Promotional
MGF 24,"كونوا على الموعد! 
 
 
ندعوكم لتسجيل الحضور في النسخة الثامنة من #منتدى_مسك_العالمي أحد أكبر المنصات الشبابية في العالم وحلقة الوصل بين الشباب الطموح والمفكرين وصُنّاع القرار، يوم 18 و19 نوفمبر في مدينة محمد بن سلمان غیر الربحیة ""مدينة مسك""، أول مدينة غير ربحية في العالم، بالرياض.  
 
نصنع الأثر من الشباب...لأجل الشباب 
 
تجربة استثنائية في انتظاركم:  
 150+نخبة من المتحدثين  
 100+جلسة استثنائية  
  30+ورشة عمل مثمرة    
 
 
سجّل الآن https://miskglobalforum.com/ar/",Conferences and Events
SNB-AlAhli,"حوالة واردة داخلية
مبلغ:200 SAR
مرسل:ناصر ال عقيل
من:2900*
إلى:2608*
في:14/11/24 19:12",Financial
SNB-AlAhli,"لا تشارك رمز التفعيل 6837
‬‪تحويل لبنك محلي
مبلغ ‬‪SAR ‬‪199.58",Financial
SNB-AlAhli,"حوالة صادرة محلية
من:608*431
إلى:راجحي
عبر:AL RAJHI BANK
آيبان:*0286
مبلغ:199.50 SAR
في:14/11/24 19:17",Financial
MGF 24,"Don’t miss the opportunity to be part of Misk Global Forum this year! 

Join us at the 8th edition of #MGF24, the biggest youth platform in the region linking ambitious youth, visionary thinkers, and global leaders from November 18-19, taking place in Misk City, Riyadh, the first non-profit city in the world!
 
FOR YOUTH, we create an impact that starts BY YOUTH 

What to expect: 
• 150+ regional and global speakers 
• 100+ dynamic sessions 
• 30+ engaging workshops 
 
Secure your spot now! Register at 
 www.miskglobalforum.com",Conferences and Events
MOH,"لصحتكم وصحة من تحبون
إذا كنت من الفئات الأكثر عرضة (٥٠ سنة فأكثر، الحوامل، الأطفال دون ٥ سنوات، المصابون بالأمراض المزمنة أو نقص المناعة)، لا تنتظر. 
 
احصل على لقاح الإنفلونزا الموسمية اليوم لحماية نفسك من المضاعفات. 
 
احجز الآن عبر تطبيق صحتي
 
مع تحيات وزارة الصحة",Health
LCForum,"يأتي منتدى المحتوى المحلي بنسخته الثانية تحت شعار ""شراكات لتنمية مستدامة""، ويحمل العديد من الفرص بين القطاعين العام والخاص شاملاً:
+300 فرصة
+15 جهة راعية
+30 ورشة عمل
مشاركات فردية
معرض مصاحب
والمزيد..
 
تنطلق أعمال المنتدى خلال الفترة 20 – 22 نوفمبر 2024م، في قاعة ميادين الدرعية في مدينة الرياض. 
للتسجيل https://lcforum.lcgpa.gov.sa/app/login/user 
كونوا على الموعد.",Conferences and Events
Saudia,Your refund request no. 0652169981331 has been completed. Refund amount 86.25 SAR. You will be notified by your bank once amount is received.,Travel
MISK,"#منتدى_مسك_العالمي 2024 على وشك الانطلاق!​

سارع باستلام بطاقة الدخول. تحقق من الملف لتفاصيل أكثر.
 
نتطلع لرؤيتك!

#MGF24 is almost here! Don’t forget to pick up your badge. 
Download the brochure for additional details. ​

https://tinyurl.com/4vmzm86p

See you soon!",Conferences and Events
MISK,"Join us on Day 1 of #MGF24 ​to connect, learn and network.​

Get to the designated entrance and follow the road signage.​

Let’s make it a memorable day!

انضم لنا في اليوم الأول من #منتدى_مسك_العالمي 2024 لتتواصل، تتعلّم، وتتطوّر. ​

اتجه للمدخل المحدد واتبع اللوحات الارشادية​

ليكن يومًا مميزًا!​

https://bit.ly/MGF24Location",Conferences and Events
ALFURSAN,Your verification code is: 728560,Travel
LCForum,"ينطلق غداَ افتتاح منتدى المحتوى المحلي بنسخته الثانية تحت شعار ""شراكات لتنمية مستدامة"".
ويعد اليوم الأول بداية لسلسلة من الأنشطة التي تستمر حتى 22 نوفمبر، ونتطلع لمزيد من النتائج المثمرة والشراكات البناءة.
لا تفوتوا فرصة المشاركة ومناقشة المستقبل الواعد للمحتوى المحلي في المملكة.
سجل الآن https://lcforum.lcgpa.gov.sa/app/login/user",Conferences and Events
MISK,"Join us on the second and last Day of #MGF24 ​to connect, learn and network.​

Get to the designated entrance and follow the road signage.​

Let’s make it a memorable day!

انضم لنا في اليوم الثاني والأخير من #منتدى_مسك_العالمي 2024 لتتواصل، تتعلّم، وتتطوّر. ​

اتجه للمدخل المحدد واتبع اللوحات الارشادية​

ليكن يومًا مميزًا!​

https://bit.ly/MGF24Location",Conferences and Events
BlackHat,"عيش جو الهاكرز في بلاك هات24
فعالية الأمن السيبراني الأكثر حضورًا بالعالم
- ودك تجرب تخترق طيارة
- أو تخترق شاحنة
- وإلا تحوس أنظمة المنازل الذكية
- أو تشارك في أكبر مسابقة ""التقط العلم"" في العالم
جوائز بأكثر من 1,000,000 ريال و أشياء رهيبة ثانية تنتظركم
 
26 - 28 نوفمبر 2024
مركز الرياض للمعارض والمؤتمرات - ملهم
سجّل الحين مجانًا:
https://bhmea24.com/stc1_ar",Conferences and Events
SAFCSP,"فعالية بلاك هات24 تجمع أهم الشركات التقنية في العالم!
-هبوب
-جوجل كلاود سيكيورتي
-سيسكو
-تريند مايكرو
-علي بابا كلاود
وغيرها الكثير..

بمشاركة:
أهم الشركات التقنية
+350 ورشة عمل تقنية
+450 جهة عارضة

26 - 28 نوفمبر 2024
مركز الرياض للمعارض والمؤتمرات - ملهم
سجّل الحين مجانًا:
bhmea24.com/SAF1",Conferences and Events
ICCT,"برعاية كريمة من خادم الحرمين الشريفين -حفظه الله- 
ينظم مركز الملك سلمان للإغاثة والأعمال الإنسانية المؤتمر الدولي للتوائم الملتصقة بنسخته الأولى يوم الأحد المقبل؛ ٢٤ - ٢٥ نوفمبر ٢٠٢٤م.
 
حيث يُعد فرصة لزيادة الوعي والحصول على المعلومات القيمة المتعلقة في هذا المجال.
 
 سجل حضورك من خلال الرابط التالي:
 
https://icct.ksrelief.org/Pages/Registration
 
كونوا على الموعد",Conferences and Events
CPHI,"The Ministry of Health is proud to announce the premier pharmaceutical event of the year!
CPHI Middle East from 10 -12 December 2024 at the Riyadh Front Exhibition and Conference Center.
 
Featuring:
 
450+ Pharma & Life Science Brands
30,000+ Pharma professionals 
100+ Participating Countries 
150+ Industry Speakers
 
Register now: bit.ly/3ZqKjY7",Conferences and Events
GOSI,"عزيزي الموظف,
تم إرسال تبرير بشأن عدم التزام المنشأة لراتبك
يرجى قبول/رفض التبرير عبر منصة مُدد في مدة أقصاها 3 أيام
https://bit.ly/3FAWvZu",Education
GOSI,9605,Education
GOSI,للتسجيل في منصة مدد استخدم رمز التحقق: 9111,Education
GOSI,للدخول في منصة مدد استخدم رمز التحقق: 7903,Education
SAFCSP,"سجّل الحين مجانًا:
s.safcsp.sa/bh24
وتعال الثلاثاء الجاي لفعالية الأمن السيبراني الأكثر حضورًا في العالم #بلاك_هات24 وشارك في 10 مناطق تفاعلية برعاية حصرية من شركة هبوب:
- تحدي المنازل الذكية
- تحدي الطائرات
- تحدي البنية التحتية
- تحدي الشاحنات
- تحدي أجهزة التحكم
وغيرها الكثير ..

وعندك فرصة تدخل في السحب بعد ما تلعب في منطقة الفعاليات على:
3 سيارات مقدمة من مجموعة صالح للسيارات
30 آيفون
30 لاب توب متخصص في الألعاب
30 آيباد
30 ساعة آبل، وغيرها الكثير ..

26 - 28 نوفمبر 2024
مركز الرياض للمعارض والمؤتمرات - ملهم",Conferences and Events
SAFCSP,"سجّل الحين مجانًا:
🔗|https://bhmea24.com/SAF3

ننتظرك في فعالية #بلاك_هات24 الثلاثاء الجاي!😎

خذ الجديد:
- جايبين أقوى شركات التقنية والأمن السيبراني👨🏻‍💻
- مستضيفين أهم المتحدثين🎤
- مرتبين ورش عمل متنوعة👨🏻‍💻
- مجهزين فعاليات أسطورية✨
وفوق كل هذا..
+2,000,000 ريال جوائز للمتسابقين والزوار💰😉
🗓️| 26 - 28 نوفمبر 2024
📍| مركز الرياض للمعارض والمؤتمرات - ملهم",Conferences and Events
sirar bystc,"مستعد تستكشف أحدث تقنيات الأمن السيبراني؟ 🔬👨💻 
انضم لنا في جناح  sirar by stc في فعالية بلاك هات!
وعش معنا تجربة الأمن السيبراني كما يجب أن تكون. 
نشوفك في ملهم! من 26 نوفمبر إلى 28 نوفمبر.
موقع الجناح : H1.M20",Conferences and Events
sirar bystc,"ودك تعيش تجربة إدارة مركز عمليات الأمن السيبراني بطريقة ممتعة وتفاعلية؟ 🎮🔒🖥
مر علينا في جناح sirar by stc في بلاك هات، وشاركنا التحدي في صد وكشف الهجمات الإلكترونية.
موقع الجناح H1.M20
📅 التاريخ: من 26 إلى 28 نوفمبر
سجل مجانًا الآن عبر موقع بلاك هات: 
blackhatmea.com
التحدي بانتظارك، نشوفك هناك!",Conferences and Events
BlackHat,"جاكم بلاك هات 24 ما شيٍ يعيقه😎✌🏻

وعدنا بكرا في فعالية الأمن السيبراني الأكثر حضورًا في العالم🌍

2,000,000  ريال جوائز للزوار والمتسابقين
3  سيارات للزوار في منطقة الفعاليات مقدمة من مجموعة صالح للسيارات
30  لابتوب للقيمرز و30 جوال آيفون وغيرها الكثير
+20  حافلة تحت أمركم تنقلكم من وإلى الفعالية 🚌
نقطة التجمع بتكون فندق هيلتون غاردن إن (الغدير)
كود خصم إلى 100 ريال من كريم (BH24)
عربات جولف في محيط الفعالية توديكم للبوابات✨

🗓️| 26 - 28 نوفمبر 2024
📍 | مركز الرياض للمعارض والمؤتمرات - ملهم 
سجّل الحين مجانًا 🤩
🔗| https://bhmea24.com/stc2_ar",Conferences and Events
sirar bystc,"تبي تعرف كيف تحمي بياناتك؟ 🛡💻
تعال لجناح sirar by stc بـ بلاك هات في ملهم، واكتشف أحدث الأساليب لحماية بياناتك من التهديدات الرقمية!
موقع الجناح:  H1.M20
📅 الموعد: من 26 إلى 28 نوفمبر
سجل الآن مجانًا عبر موقع بلاك هات  blackhatmea.com  
ننتظرك عشان نتكلم عن أمنك السيبراني!",Conferences and Events
CivilDef,تشير التوقعات الواردة من المركز الوطني للأرصاد إلى هطول أمطار بمشيئة الله خفيفة إلى متوسطة على منطقة الرياض (الرياض، حوطة بني تميم، الحريق، المزاحمية، الخرج، ضرماء، الدرعية، حريملاء، مرات، ثادق) يومي الأربعاء والخميس (من 27 إلى 28 / 11 /2024م). والدفاع المدني يهيب بالجميع أخذ الحيطة والحذر والالتزام بتعليماته.. جعلها الله أمطار خير وبركة وعم بنفعها ارجاء البلاد.. تعاونكم هدفنا.. وسلامتكم غايتنا..,Governmental
idealcom.sa,"عزيزي العميل 
نود تذكيرك بسداد مديونيتك لشركة زين لتحديث سجلك الائتماني في سمة رقم العقد 1022572923",Commercial
Circlys,"جمعية ديسمبر متاحة احجز شهرك الآن 😍
 https://circlys.app.link/sms",Promotional
sirar bystc,"وش رايك تتحدى نفسك في الأمن السيبراني وتجرب لعبة Capture the hack ؟ 🕶🔐🎮
تعال لجناح sirar by stc بـ بلاك هات في ملهم، وعيش تجربة مليانة إثارة وتشويق!
 
📍 جناح: H1.M20
📅 الموعد: من 26 إلى 28 نوفمبر
 
سجل مجانًا الآن عبر موقع بلاك هات: blackhatmea.com
ننتظرك تعيش التجربة معنا!",Conferences and Events
Emkan-AD,"ما يحتاج تروح بعيد 😉
تمويل إمكان يجيك بدون تعقيد 💙
قدم طلبك الآن
*تطبق الشروط والأحكام",Promotional
AlRajhiB-AD,"اهلا مانع،
لديك 25 نقطة مكافأة ستنتهي في 05-DEC-2024
استبدلها الان للاستمتاع بعالم من المكافآت",Promotional
SNB-AlAhli,"حوالة واردة داخلية
مبلغ:1000 SAR
مرسل:عامر ال عقيل
من:0102*
إلى:2608*
في:29/11/24 01:08",Financial
SNB-AlAhli,"لا تشارك رمز التفعيل 3851
‬‪تحويل لبنك محلي
مبلغ ‬‪SAR ‬‪1001.15",Financial
SNB-AlAhli,"لا تشارك رمز التفعيل 5435
‬‪تحويل لبنك محلي
مبلغ ‬‪SAR ‬‪1000.15",Financial
SNB-AlAhli,"حوالة صادرة محلية
من:608*431
إلى:راجحي
عبر:AL RAJHI BANK
آيبان:*0286
مبلغ:1000 SAR
في:29/11/24 01:09",Financial
NAZAHA,"بتعاونكم باشرت هيئة الرقابة ومكافحة الفساد خلال شهر نوفمبر 2024م، اختصاصاتها ومهامها من خلال عمل (1635) جولة رقابية، والتحقيق مع (370) مشتبه به من ضمنهم موظفين من وزارات (الداخلية، الصحة، التعليم، البلديات والإسكان) وإيقاف (164) مواطناً ومقيماً، وفقاً لنظام الإجراءات الجزائية منهم من أطلق سراحه بالكفالة الضامنة، لتورطهم بتهم (الرشوة، استغلال النفوذ الوظيفي).
وجارٍ استكمال الإجراءات النظامية تمهيداً لإحالتهم للقضاء.
ولحماية المال العام ساهم بالإبلاغ عن أي شبهات فساد مالي أو إداري من خلال وسائل تلقي البلاغات الآتية:
الهاتف المجاني: (980).
الموقع الإلكتروني:
https://www.nazaha.gov.sa/Services/ApplyReports",Financial
GPetrol,"Dear مانع صالح , Welcome to Golden Petrol. Your OTP is 69405. Thank you.",Services
MOH,"نحو مستقبل دوائي واعد هدفه صحة الإنسان

تستضيف المملكة العربية السعودية الحدث الدوائي العالمي “معرض CPHI الشرق الأوسط” بهدف تعزيز الوقاية ضد المخاطر الصحية وتبادل الخبرات العالمية.

🗓 | 12 – 10 ديسمبر 
📍 | مركز الرياض للمعارض والمؤتمرات - واجهة روشن

لا تفوّت فرصة الحضور، وسجّل الآن:

https://s.moh.gov.sa/CPHI2024

مع تحيات وزارة الصحة",Governmental
966500416413,"فضلاَ اتصل بي
please call me
+966500416413",Personal
NAZAHA,"With your cooperation, the Oversight and Anti-Corruption Authority (Nazaha) has initiated (1635) oversight visits during the month of November 2024, exercising its mandates and duties, along with investigating (370) accused individuals, and arresting (164) citizens and residents (with several individuals being released on bail), in line with the Criminal Procedure Law. Among them, employees working in Saudi ministries (Interior, Health, Education, Municipalities and Housing) for their involvement in various crimes (i.e., bribery, abuse of authority). Criminal proceedings are currently being taken against the detainees for prosecution in a court of law.
To protect and preserve public funds, you can report suspicions of financial or administrative corruption to Nazaha, through the following reporting channels:
Toll free number: (980).
Website:
https://www.nazaha.gov.sa/Services/ApplyReports",Governmental
CPHI,"سينطلق الحدث الدوائي الأهم في قلب الرياض!
المملكة تستضيف معرض CPHI الشرق الأوسط لتعزيز الابتكار والشراكات في القطاع الدوائي.
بمشاركة متوقعة لأكثر من 30 ألف زائر 450 علامة تجارية
أكثر من 100 دولة
ساعات تعليم طبي مستمر 

🗓️ | 10 - 12 ديسمبر
📍 | مركز الرياض للمعارض والمؤتمرات - واجهة روشن

سجل حضورك:
https://bit.ly/Cphi24Reg",Conferences and Events
SADA-AD,"ياهلا،

مع خدمة صدى، اشترك في نغمة "" التجوال"" وعيش أجواء السفر!
للحصول على النغمة؛ أرسل 44421 للرقم 1616

رسوم خدمة صدى: 5.75 ريال شهرياً (أسبوع مجاني للمشتركين الجدد)
رسوم النغمة: 5.75 ريال شهرياً

*الأسعار شاملة ضريبة القيمة المضافة

للمزيد عن صدى ونغماتها؛ الرجاء زيارة:
https://my.stc/sada

يومك سعيد
stc",Promotional
MOH,"لماذا نطعم أطفالنا ضد الحصبة؟ 
يعتبر مرض الحصبة شديد العدوى، والحل الأمثل للوقاية هو التطعيم.
حتى وإن سبق تطعيمه، تأكد من حصولهم على الجرعة الحالية؛ لتعزيز مناعتهم ضد المرض. 

للتطعيم، قم بزيارة أحد مراكز الرعاية الصحية الأولية. 
مع تحيات وزارة الصحة.",Governmental
stc tv-AD,"ضاعف متعة المشاهدة على stc tv وادخل السحب على جهاز سامسونج 📱 S24 Ultra 
 
كل اللي عليك تستمتع بمشاهدة محتواك المفضل مجاناً 🎬 
وبتدخل بالسحب تلقائيًا
 
* المسابقة للعملاء الحاليين والجدد
https://watch.stctv.com/sms/samsu0224

يومك سعيد
stc",Promotional
CPHI,"أيام قليلة على انطلاق معرض الدواء العالمي CPHI الشرق الأوسط! 
اكتشف أحدث الابتكارات الدوائية مع أكثر من 150 خبير بالمجال 
احصل على ساعات تعليم طبي مستمر معتمدة، وتواصل مع أكثر من 400 علامة تجارية من كبرى شركات الدواء الدولية والمحلية.
لا تفوت فرصة الحضور المجاني للحدث الأهم في مجال الدواء لهذا العام من 10- 12 ديسمبر 
بمركز واجهة الرياض للمعارض والمؤتمرات 

سجّل الآن:
  bit.ly/CPHIME-MOH",Conferences and Events
Ejaada-Dc,"عزيزنا العميل 
 مديونيتك مستحقة السداد لصالح شركة stc برقم هويتك 
 نرجو منك المبادرة بالسداد المبلغ لتفادي تنفيذ الإجراءات النظامية  
و التواصل على :  0112816765 او  0567128263",Commercial
SNB-AlAhli,"حوالة واردة داخلية
مبلغ:300 SAR
مرسل:علي ال عقيل
من:2802*
إلى:2608*
في:11/12/24 15:04",Financial
SNB-AlAhli,"لا تشارك رمز التفعيل 9165
‬‪تحويل لبنك محلي
مبلغ ‬‪SAR ‬‪300.58",Financial
SNB-AlAhli,"حوالة صادرة محلية
من:608*431
إلى:راجحي
عبر:AL RAJHI BANK
آيبان:*0286
مبلغ:300.50 SAR
في:11/12/24 15:19",Financial
GrintaHub,"نبارك لأغلى وطن استضافة كأس العالم 2034
#أهلاًـبالعالم في السعودية",Apps
Tabby,2964 is the verification code to login on Tabby. Sharing this code could expose you to fraud.,Commercial
SADA-AD,"ياهلا،

مع خدمة صدى، سمّع متصليك أجمل الأدعية

للحصول على دعاء اللهم احفظ السعودية واهلها أرسل 444127  للرقم 1616

رسوم خدمة صدى: 5.75 ريال شهريًا (أسبوع مجاني للمشتركين الجدد) 
رسوم النغمة: 5.75 ريال شهريًا 

الأسعار شاملة ضريبة القيمة المضافة 

للمزيد عن صدى ونغماتها الرجاء زيارة mystc:
https://my.stc/sada

يومك سعيد
stc",Promotional
966556900519,Can you call back later?,Telecommunications
GOSI,للدخول في منصة مدد استخدم رمز التحقق: 9686,Education
Qitaf-AD,"يا هلا,

اكسب 2 نقطة قطاف مع حلويات سعد الدين لكل 10 ريال تنفقها 
فقط زود الموظف برقم جوالك لإضافة النقاط

للمزيد عن شركاء قطاف،
https://my.stc/earn-points

يومك سعيد
stc",Promotional
SADA-AD,"ياهلا،

مع خدمة صدى، سمّع متصليك أجمل الأدعية

للحصول على دعاء اللهم لك الحمد أرسل 16397  للرقم 1616

رسوم خدمة صدى: 5.75 ريال شهريًا (أسبوع مجاني للمشتركين الجدد) 
رسوم النغمة: 5.75 ريال شهريًا 

الأسعار شاملة ضريبة القيمة المضافة ا 

للمزيد عن صدى ونغماتها الرجاء زيارة mystc:
https://my.stc/sada

يومك سعيد
stc",Promotional
stc-ad,"سافر مع رقمك!
 
خلك دايم متواصل مع أحبابك بسفرتك مع باقة التجوال اللي تناسبك.
 
تعرّف على باقاتنا من خلال تطبيقmystc :
https://my.stc/roaming-packages

أو أرسل ""تجوال"" إلى 900

يومك سعيد.
stc",Promotional
CivilDef,تشير التوقعات الواردة من المركز الوطني للأرصاد إلى هطول أمطار بمشيئة الله خفيفة على منطقة الرياض ( الرياض العاصمة – عفيف – الدوادمي – القويعية – شقراء – الغاط – الزلفي – المجمعة – رماح – الرين – ثادق – حريملاء – الدرعية – ضرما – المزاحمية - الدلم)  يوم الجمعة (20/  12 /2024م). والدفاع المدني يهيب بالجميع أخذ الحيطة والحذر والالتزام بتعليماته .. جعلها الله أمطار خير وبركة وعم بنفعها ارجاء البلاد.. تعاونكم هدفنا.. وسلامتكم غايتنا..,Governmental
barq app-AD,"بضغطة وحدة تقدر تفوز برينج روفر سبورت 2024! ⚡️

كمّل تسجيلك في تطبيق برق وادخل السحب  👇
bit.ly/barqRangeRover",Promotional
MBCDream-AD,"حلم منMBC: يوم 26/12 قد يكون مثل عيد ميلادك الثاني مع 3,750,000 ر.س!

ممكن تربح 3,750,000 ر.س وتبدأ حياة جديدة أكثر سعادة وراحة في 26/12!
باقي أيام قليلة بس!

أرسل أمل إلى 858888
أو انقر على https://mydream.mbc.net/ar858888
6 ريال/رسالة - أرسل أمل إلى 858888 الآن.",Promotional
stc-ad,"ياهلا 
احصل الان على ساعات هواوي بألوانها الجديدة ⌚️ 
Huawei watch GT 5 
نرسم حدود الأناقة 
اطلبها الآن عبر mystc:
https://my.stc/HUAWEI-WATCH-GT-5

يومك سعيد
stc",Promotional
stc-ad,"ياهلا،
عرض خاص لك من stc!

اشترك في أمازون برايم عبر تطبيق mystc مقابل 16 ريال واحصل على 3 أشهر بسعر شهر واحد، بالإضافة إلى الحصول على قسيمة بقيمة 50 ريال للتسوق في متجر أمازون. 

اشترك الآن عبر رقم جوالك: 
https://my.stc/amazonprime

*اشترك في برايم قبل 21 ديسمبر 2024 وسيتم مشاركة القسيمة خلال 3 أيام. 
*تطبق الشروط والأحكام.

يومك سعيد
stc",Promotional
stc-ad,"ياهلا،
 
حيّك صار ""فايبر""!
اشترك الآن من خلال الرابط:
https://my.stc/new-baity 
أو اتصل على 900.
 
يومك سعيد.
stc",Promotional
stc-ad,"ياهلا،
شاشتك صغيرة والمشاهدة عليها لوقت طويل تتعبك؟
استمتع بالمشاهدة بصورة أوضح وجودة أفضل مع شاشاتنا الجديدة.
اشتر جهاز تلفزيون من تطبيق mystc مع مواصفات ومميزات متنوعة، بالإضافة لتوصيل وتركيب مجاني وبطرق دفع مرنة وتقسيط بدون فوائد.

اطلبها الآن:
https://my.stc/tv-entertainment

يومك سعيد.",Promotional
stc-ad,"سهله وآمنة!

اشترك في  Netflix عن طريق رقمك من stc واستمتع ببث المسلسلات والأفلام بدون قلق، اشتراكك راح ينضاف على فاتورتك الشهرية.

اضغط هنا للتفعيل الآن: 
https://www.netflix.com/sa-en/



يومك سعيد.
stc",Promotional
stc-ad,"سهله وآمنة!

اشترك في  OSN+ عن طريق رقمك من stc واستمتع ببث المسلسلات والأفلام بدون قلق، اشتراكك راح ينضاف على فاتورتك الشهرية.

اضغط هنا للتفعيل الآن: 
https://osnplus.com/operators/stcksa


يومك سعيد.
stc",Promotional
GOSI,"""عزيزنا العميل, 
حرصاً من المؤسسة العامة للتأمينات الاجتماعية على الارتقاء بجودة خدماتها نأمل منكم تقييم الخدمة المقدمة لكم عن طريق تعبئة الاستبيان الذي لن يستغرق أكثر من 3 دقائق.

http://opinion.gosi.gov.sa/index.php/278899?lang=ar""",Education
Qitaf-AD,"ياهلا، 

احضر فعاليات الرياض، واحجز سكنك من جاذرإن 💜🏠
 
شقق، شاليهات، بيوت وأكثر... حمّل تطبيق جاذرإن، واحجز الآن واكسب نقاط قطاف من حجزك أو استخدمها للدفع:
https://onelink.to/4b4njg
 
يومك سعيد 
stc",Promotional
stc-ad,"ادفع فقط 34.5 ريـال إضافية لتستمتع بـ40 جيجابايت على تطبيقات التواصل الاجتماعي ومكالمات غير محدودة داخل الشبكة، و400 دقيقة خارج الشبكة بمجرد الترقية إلى مفوتر 2 بلس.

لترقية باقتك الآن عبر تطبيق mystc: 
 
https://my.stc/change_package?data=cD01ODM3Nzg3OTYmaT0xLUFDWUMzWVI=

أو أرسل 4097 إلى 900

يومك سعيد.
stc",Promotional
MOI-MOROOR,"تم قيد مخالفة:
تجاوز السرعة المحددة بأكثر من 10 الى 20 كم/س  - رصد آلي
رقم المخالفة:
6489583319
رقم الهوية:
6903***
التاريخ:
2024-12-22
الوقت:
15:33
المدينة:
الرياض
السيارة:
أ م و 2928
القيمة:
113 ريال
ويمكنكم الاعتراض خلال مدة أقصاها (30) يوماً من خلال منصة أبشر.
نأمل المبادرة بالسداد للاستفادة من تخفيض قيمة المخالفة بنسبة 25%
للاطلاع على تفاصيل المخالفة وسدادها يرجى زيارة منصة إيفاء: Efaa.sa ، كما يمكنك السداد من خلال القنوات الرسمية المعتمدة",Governmental
MBCDream-AD,"حلم منMBC: يوم 30/12 قد يكون مثل عيد ميلادك الثاني مع 3,750,000 ر.س!

ممكن تربح 3,750,000 ر.س وتبدأ حياة جديدة أكثر سعادة وراحة في 30/12!
باقي أيام قليلة بس!

أرسل أمل إلى 858888
أو انقر على https://mydream.mbc.net/ar858888
6 ريال/رسالة - أرسل أمل إلى 858888 الآن.",Promotional
